Season,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90min,Ast_90min,G+A_90min,G-PK_90min,G+A-PK,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG_90min,xAG_90min,xG+xAG,npxG_90min,npxG+xAG_90min,0
2019-2020,Robbie Brady,IRL,MF,Burnley,27,1992,17,5,454,5.0,1.0,2.0,3.0,1.0,0.0,0.0,1,0.0,0.2,0.4,0.59,0.2,0.59,1.1,1.1,0.4,1.5,5.0,20.0,23.0,0.22,0.07,0.29,0.22,0.29,
2019-2020,Jarrad Branthwaite,ENG,DF,Everton,17,2002,4,2,300,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,
2019-2020,Claudio Bravo,CHI,GK,Manchester City,36,1983,4,3,347,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2019-2020,Armando Broja,ALB,FW,Chelsea,17,2001,1,0,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,
2019-2020,David Brooks,WAL,"MF,FW",Bournemouth,22,1997,9,8,506,5.6,1.0,0.0,1.0,1.0,0.0,0.0,1,0.0,0.18,0.0,0.18,0.18,0.18,0.5,0.5,0.3,0.8,4.0,17.0,24.0,0.08,0.05,0.14,0.08,0.14,
2019-2020,Josh Brownhill,ENG,MF,Burnley,23,1995,10,9,805,8.9,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.7,2.0,20.0,15.0,0.06,0.02,0.08,0.06,0.08,
2019-2020,Emi Buendía,ARG,"FW,MF",Norwich City,22,1996,36,28,"2,464",27.4,1.0,7.0,8.0,1.0,0.0,0.0,6,1.0,0.04,0.26,0.29,0.04,0.29,2.2,2.2,6.8,9.0,68.0,194.0,106.0,0.08,0.25,0.33,0.08,0.33,
2019-2020,Dan Burn,ENG,DF,Brighton,27,1992,34,33,"2,880",32.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.3,2.5,52.0,135.0,93.0,0.04,0.04,0.08,0.04,0.08,
2019-2020,Sam Byram,ENG,DF,Norwich City,25,1993,17,15,"1,293",14.4,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.4,1.7,21.0,41.0,58.0,0.1,0.03,0.12,0.1,0.12,
2019-2020,Willy Caballero,ARG,GK,Chelsea,37,1981,5,5,450,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2019-2020,Gary Cahill,ENG,DF,Crystal Palace,33,1985,25,25,"2,167",24.1,0.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.04,0.04,0.0,0.04,1.6,1.6,0.2,1.8,5.0,48.0,2.0,0.06,0.01,0.07,0.06,0.07,
2019-2020,Dominic Calvert-Lewin,ENG,FW,Everton,22,1997,36,30,"2,626",29.2,13.0,1.0,14.0,13.0,0.0,0.0,9,0.0,0.45,0.03,0.48,0.45,0.48,15.3,15.3,1.5,16.8,40.0,50.0,156.0,0.52,0.05,0.57,0.52,0.57,
2019-2020,Víctor Camarasa,ESP,FW,Crystal Palace,25,1994,1,0,6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2019-2020,João Cancelo,POR,DF,Manchester City,25,1994,17,13,"1,208",13.4,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,2.8,3.3,42.0,105.0,80.0,0.04,0.21,0.25,0.04,0.25,
2019-2020,Todd Cantwell,ENG,"FW,MF",Norwich City,21,1998,37,30,"2,489",27.7,6.0,2.0,8.0,6.0,0.0,0.0,6,0.0,0.22,0.07,0.29,0.22,0.29,5.4,5.4,1.9,7.3,75.0,99.0,138.0,0.19,0.07,0.26,0.19,0.26,
2019-2020,Étienne Capoue,FRA,MF,Watford,31,1988,30,30,"2,627",29.2,0.0,3.0,3.0,0.0,0.0,0.0,8,0.0,0.0,0.1,0.1,0.0,0.1,0.8,0.8,3.3,4.1,16.0,132.0,23.0,0.03,0.11,0.14,0.03,0.14,
2019-2020,Andy Carroll,ENG,FW,Newcastle Utd,30,1989,19,4,632,7.0,0.0,4.0,4.0,0.0,0.0,0.0,1,0.0,0.0,0.57,0.57,0.0,0.57,1.2,1.2,1.4,2.6,4.0,17.0,34.0,0.17,0.2,0.37,0.17,0.37,
2019-2020,Jonny Castro,ESP,"MF,DF",Wolves,25,1994,35,33,"2,887",32.1,2.0,2.0,4.0,2.0,0.0,0.0,4,0.0,0.06,0.06,0.12,0.06,0.12,1.6,1.6,1.3,2.8,100.0,97.0,180.0,0.05,0.04,0.09,0.05,0.09,
2019-2020,Craig Cathcart,NIR,DF,Watford,30,1989,29,28,"2,488",27.6,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,2.0,61.0,3.0,0.01,0.0,0.01,0.01,0.01,
2019-2020,Dani Ceballos,ESP,MF,Arsenal,22,1996,24,18,"1,692",18.8,0.0,2.0,2.0,0.0,0.0,0.0,1,0.0,0.0,0.11,0.11,0.0,0.11,0.6,0.6,1.8,2.3,60.0,174.0,38.0,0.03,0.09,0.12,0.03,0.12,
2019-2020,Nathaniel Chalobah,ENG,MF,Watford,24,1994,22,10,930,10.3,0.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0.1,0.0,0.1,0.5,0.5,1.3,1.7,4.0,35.0,22.0,0.04,0.12,0.17,0.04,0.17,
2019-2020,Calum Chambers,ENG,DF,Arsenal,24,1995,14,13,"1,102",12.2,1.0,1.0,2.0,1.0,0.0,0.0,5,0.0,0.08,0.08,0.16,0.08,0.16,0.8,0.8,1.6,2.4,16.0,45.0,67.0,0.06,0.13,0.2,0.06,0.2,
2019-2020,Ben Chilwell,ENG,DF,Leicester City,22,1996,27,27,"2,373",26.4,3.0,3.0,6.0,3.0,0.0,0.0,3,0.0,0.11,0.11,0.23,0.11,0.23,1.0,1.0,3.9,4.9,109.0,126.0,180.0,0.04,0.15,0.19,0.04,0.19,
2019-2020,Tahith Chong,NED,"FW,DF",Manchester Utd,19,1999,3,0,37,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,0.0,5.0,0.13,0.0,0.13,0.13,0.13,
2019-2020,Hamza Choudhury,ENG,MF,Leicester City,21,1997,20,10,893,9.9,1.0,1.0,2.0,1.0,0.0,0.0,4,1.0,0.1,0.1,0.2,0.1,0.2,0.4,0.4,0.1,0.5,5.0,32.0,10.0,0.04,0.01,0.05,0.04,0.05,
2019-2020,Andreas Christensen,DEN,DF,Chelsea,23,1996,21,21,"1,751",19.5,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.9,1.4,17.0,75.0,1.0,0.03,0.05,0.07,0.03,0.07,
2019-2020,Ciaran Clark,IRL,DF,Newcastle Utd,29,1989,14,14,"1,186",13.2,2.0,0.0,2.0,2.0,0.0,0.0,3,0.0,0.15,0.0,0.15,0.15,0.15,1.3,1.3,0.0,1.3,2.0,16.0,2.0,0.1,0.0,0.1,0.1,0.1,
2019-2020,Leon Clarke,ENG,"FW,MF",Sheffield Utd,34,1985,2,0,35,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,2.0,1.19,0.0,1.19,1.19,1.19,
2019-2020,Tom Cleverley,ENG,MF,Watford,29,1989,18,11,971,10.8,1.0,0.0,1.0,1.0,0.0,0.0,2,0.0,0.09,0.0,0.09,0.09,0.09,2.1,2.1,0.7,2.8,13.0,49.0,43.0,0.19,0.07,0.26,0.19,0.26,
2019-2020,Conor Coady,ENG,DF,Wolves,26,1993,38,38,"3,420",38.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0,64.0,0.0,0.0,0.01,0.01,0.0,0.01,
2019-2020,Séamus Coleman,IRL,DF,Everton,30,1988,27,21,"1,839",20.4,0.0,1.0,1.0,0.0,0.0,0.0,5,1.0,0.0,0.05,0.05,0.0,0.05,0.9,0.9,1.7,2.7,49.0,77.0,93.0,0.05,0.08,0.13,0.05,0.13,
2019-2020,Aaron Connolly,IRL,FW,Brighton,19,2000,24,14,"1,258",14.0,3.0,1.0,4.0,3.0,0.0,0.0,0,0.0,0.21,0.07,0.29,0.21,0.29,4.0,4.0,0.5,4.5,21.0,10.0,86.0,0.28,0.04,0.32,0.28,0.32,
2019-2020,Lewis Cook,ENG,"MF,FW",Bournemouth,22,1997,27,14,"1,352",15.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,18.0,80.0,31.0,0.02,0.03,0.05,0.02,0.05,
2019-2020,Steve Cook,ENG,DF,Bournemouth,28,1991,29,28,"2,428",27.0,1.0,0.0,1.0,1.0,0.0,0.0,6,1.0,0.04,0.0,0.04,0.04,0.04,0.7,0.7,0.5,1.2,7.0,73.0,5.0,0.03,0.02,0.04,0.03,0.04,
2019-2020,Jack Cork,ENG,MF,Burnley,30,1989,30,30,"2,613",29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1,3.1,13.0,67.0,31.0,0.07,0.04,0.11,0.07,0.11,
2019-2020,Aaron Cresswell,ENG,DF,West Ham,29,1989,31,31,"2,727",30.3,3.0,0.0,3.0,3.0,0.0,0.0,7,0.0,0.1,0.0,0.1,0.1,0.1,1.4,1.4,3.2,4.5,43.0,166.0,97.0,0.05,0.11,0.15,0.05,0.15,
2019-2020,Patrick Cutrone,ITA,FW,Wolves,21,1998,12,3,297,3.3,2.0,0.0,2.0,2.0,0.0,0.0,0,0.0,0.61,0.0,0.61,0.61,0.61,2.2,2.2,0.3,2.5,5.0,1.0,20.0,0.68,0.08,0.76,0.68,0.76,
2019-2020,Diogo Dalot,POR,"DF,MF",Manchester Utd,20,1999,4,1,67,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,2.0,3.0,7.0,0.39,0.0,0.39,0.39,0.39,
2019-2020,Charlie Daniels,ENG,DF,Bournemouth,32,1986,2,2,126,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,2.0,3.0,0.0,0.06,0.06,0.0,0.06,
2019-2020,Arnaut Danjuma,NED,MF,Bournemouth,22,1997,14,6,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.2,1.4,31.0,21.0,60.0,0.17,0.03,0.2,0.17,0.2,
2019-2020,Scott Dann,ENG,DF,Crystal Palace,32,1987,16,14,"1,266",14.1,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.07,0.07,0.0,0.07,0.8,0.8,0.4,1.2,1.0,28.0,2.0,0.06,0.03,0.09,0.06,0.09,
2019-2020,Kevin Danso,AUT,DF,Southampton,20,1998,6,3,277,3.1,0.0,1.0,1.0,0.0,0.0,0.0,2,1.0,0.0,0.32,0.32,0.0,0.32,0.1,0.1,0.2,0.3,6.0,12.0,4.0,0.02,0.08,0.1,0.02,0.1,
2019-2020,Ben Davies,WAL,DF,Tottenham,26,1993,18,16,"1,431",15.9,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.9,1.1,32.0,53.0,54.0,0.01,0.05,0.07,0.01,0.07,
2019-2020,Tom Davies,ENG,MF,Everton,21,1998,30,23,"2,027",22.5,1.0,0.0,1.0,1.0,0.0,0.0,8,0.0,0.04,0.0,0.04,0.04,0.04,1.6,1.6,0.5,2.1,24.0,113.0,32.0,0.07,0.02,0.09,0.07,0.09,
2019-2020,Keinan Davis,ENG,FW,Aston Villa,21,1998,18,4,548,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,0.2,2.9,19.0,9.0,50.0,0.44,0.03,0.47,0.44,0.47,
2019-2020,Craig Dawson,ENG,DF,Watford,29,1990,29,26,"2,361",26.2,2.0,0.0,2.0,2.0,0.0,0.0,6,0.0,0.08,0.0,0.08,0.08,0.08,3.0,3.0,0.5,3.5,4.0,63.0,7.0,0.11,0.02,0.13,0.11,0.13,
2019-2020,Kevin De Bruyne,BEL,MF,Manchester City,28,1991,35,32,"2,791",31.0,13.0,20.0,33.0,11.0,2.0,2.0,3,0.0,0.42,0.64,1.06,0.35,1.0,7.3,5.8,20.0,25.8,139.0,280.0,257.0,0.24,0.65,0.88,0.19,0.83,
2019-2020,Troy Deeney,ENG,FW,Watford,31,1988,27,26,"2,225",24.7,10.0,2.0,12.0,5.0,5.0,6.0,3,0.0,0.4,0.08,0.49,0.2,0.28,10.5,5.8,3.5,9.3,12.0,81.0,104.0,0.42,0.14,0.57,0.23,0.38,
2019-2020,Fabian Delph,ENG,MF,Everton,29,1989,16,13,"1,190",13.2,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,19.0,94.0,9.0,0.01,0.03,0.04,0.01,0.04,
2019-2020,Leander Dendoncker,BEL,"MF,DF",Wolves,24,1995,38,32,"2,795",31.1,4.0,0.0,4.0,4.0,0.0,0.0,5,0.0,0.13,0.0,0.13,0.13,0.13,1.8,1.8,0.7,2.5,17.0,68.0,39.0,0.06,0.02,0.08,0.06,0.08,
2019-2020,Gerard Deulofeu,ESP,FW,Watford,25,1994,28,25,"2,098",23.3,4.0,5.0,9.0,3.0,1.0,1.0,3,0.0,0.17,0.21,0.39,0.13,0.34,6.3,5.5,4.1,9.6,123.0,63.0,170.0,0.27,0.17,0.45,0.24,0.41,
2019-2020,Eric Dier,ENG,"DF,MF",Tottenham,25,1994,19,15,"1,344",14.9,0.0,2.0,2.0,0.0,0.0,0.0,5,0.0,0.0,0.13,0.13,0.0,0.13,0.9,0.9,0.4,1.3,4.0,37.0,4.0,0.06,0.03,0.08,0.06,0.08,
2019-2020,Lucas Digne,FRA,DF,Everton,26,1993,35,35,"3,030",33.7,0.0,7.0,7.0,0.0,0.0,0.0,6,0.0,0.0,0.21,0.21,0.0,0.21,1.5,1.5,6.3,7.7,69.0,134.0,251.0,0.04,0.19,0.23,0.04,0.23,
2019-2020,Issa Diop,FRA,DF,West Ham,22,1997,32,31,"2,766",30.7,3.0,1.0,4.0,3.0,0.0,0.0,8,0.0,0.1,0.03,0.13,0.1,0.13,1.5,1.5,1.2,2.6,7.0,44.0,2.0,0.05,0.04,0.09,0.05,0.09,
2019-2020,Moussa Djenepo,MLI,"MF,DF",Southampton,21,1998,18,10,928,10.3,2.0,2.0,4.0,2.0,0.0,0.0,4,1.0,0.19,0.19,0.39,0.19,0.39,2.4,2.4,1.9,4.3,39.0,27.0,72.0,0.23,0.19,0.41,0.23,0.41,
2019-2020,Matt Doherty,IRL,"MF,DF",Wolves,27,1992,36,32,"2,839",31.5,4.0,3.0,7.0,4.0,0.0,0.0,1,0.0,0.13,0.1,0.22,0.13,0.22,6.9,6.9,2.2,9.1,75.0,158.0,155.0,0.22,0.07,0.29,0.22,0.29,
2019-2020,Abdoulaye Doucouré,MLI,MF,Watford,26,1993,37,36,"3,156",35.1,4.0,2.0,6.0,4.0,0.0,0.0,9,0.0,0.11,0.06,0.17,0.11,0.17,5.2,5.2,3.9,9.0,69.0,161.0,96.0,0.15,0.11,0.26,0.15,0.26,
2019-2020,Thomas Doyle,ENG,MF,Manchester City,17,2001,1,0,16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,
2019-2020,Danny Drinkwater,ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,2.0,20.0,4.0,0.04,0.01,0.05,0.04,0.05,
2019-2020,Danny Drinkwater,ENG,MF,Burnley,29,1990,1,1,58,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
2019-2020,Josip Drmić,SUI,FW,Norwich City,26,1992,21,5,647,7.2,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,0.14,0.0,0.14,0.14,0.14,3.1,3.1,1.1,4.1,5.0,4.0,42.0,0.43,0.15,0.58,0.43,0.58,
2019-2020,Martin Dúbravka,SVK,GK,Newcastle Utd,30,1989,38,38,"3,420",38.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2019-2020,Ondrej Duda,SVK,MF,Norwich City,24,1994,10,9,724,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,2.0,8.0,25.0,17.0,0.06,0.19,0.25,0.06,0.25,
2019-2020,Shane Duffy,IRL,DF,Brighton,27,1992,19,12,"1,238",13.8,1.0,0.0,1.0,1.0,0.0,0.0,2,0.0,0.07,0.0,0.07,0.07,0.07,1.2,1.2,0.2,1.3,4.0,29.0,2.0,0.09,0.01,0.1,0.09,0.1,
2019-2020,Paul Dummett,WAL,DF,Newcastle Utd,27,1991,16,14,"1,228",13.6,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,7.0,31.0,16.0,0.0,0.02,0.02,0.0,0.02,
2019-2020,Lewis Dunk,ENG,DF,Brighton,27,1991,36,36,"3,230",35.9,3.0,3.0,6.0,3.0,0.0,0.0,9,0.0,0.08,0.08,0.17,0.08,0.17,4.5,4.5,1.5,6.0,18.0,110.0,5.0,0.13,0.04,0.17,0.13,0.17,
2019-2020,Ederson,BRA,GK,Manchester City,25,1993,35,35,"3,071",34.1,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2019-2020,John Egan,IRL,DF,Sheffield Utd,26,1992,36,36,"3,187",35.4,2.0,0.0,2.0,2.0,0.0,0.0,5,1.0,0.06,0.0,0.06,0.06,0.06,2.7,2.7,0.4,3.2,6.0,66.0,5.0,0.08,0.01,0.09,0.08,0.09,
2019-2020,Harvey Elliott,ENG,DF,Liverpool,16,2003,2,0,8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,
2019-2020,Ahmed Elmohamady,EGY,DF,Aston Villa,31,1987,18,11,"1,031",11.5,1.0,1.0,2.0,1.0,0.0,0.0,1,0.0,0.09,0.09,0.17,0.09,0.17,0.2,0.2,2.8,3.0,39.0,47.0,37.0,0.02,0.24,0.26,0.02,0.26,
2019-2020,Björn Engels,BEL,DF,Aston Villa,24,1994,17,15,"1,447",16.1,1.0,0.0,1.0,1.0,0.0,0.0,1,0.0,0.06,0.0,0.06,0.06,0.06,1.0,0.9,0.3,1.2,5.0,43.0,2.0,0.06,0.02,0.08,0.06,0.07,
2019-2020,Christian Eriksen,DEN,"MF,FW",Tottenham,27,1992,20,10,"1,097",12.2,2.0,2.0,4.0,2.0,0.0,0.0,5,0.0,0.16,0.16,0.33,0.16,0.33,1.9,1.9,1.9,3.8,28.0,74.0,32.0,0.15,0.16,0.31,0.15,0.31,
2019-2020,Jonny Evans,NIR,DF,Leicester City,31,1988,38,38,"3,383",37.6,1.0,1.0,2.0,1.0,0.0,0.0,8,1.0,0.03,0.03,0.05,0.03,0.05,3.7,3.7,0.7,4.4,31.0,157.0,4.0,0.1,0.02,0.12,0.1,0.12,
2019-2020,Łukasz Fabiański,POL,GK,West Ham,34,1985,25,25,"2,117",23.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2019-2020,Fabinho,BRA,MF,Liverpool,25,1993,28,22,"2,079",23.1,2.0,3.0,5.0,2.0,0.0,0.0,6,0.0,0.09,0.13,0.22,0.09,0.22,0.4,0.4,1.6,2.1,19.0,129.0,23.0,0.02,0.07,0.09,0.02,0.09,
2019-2020,Ralf Fährmann,GER,GK,Norwich City,30,1988,1,1,21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2019-2020,Akin Famewo,ENG,MF,Norwich City,20,1998,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2019-2020,Kiko Femenía,ESP,DF,Watford,28,1991,28,26,"2,237",24.9,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.4,1.5,49.0,85.0,81.0,0.01,0.06,0.06,0.01,0.06,
2019-2020,Bruno Fernandes,POR,MF,Manchester Utd,24,1994,14,14,"1,186",13.2,8.0,7.0,15.0,4.0,4.0,4.0,2,0.0,0.61,0.53,1.14,0.3,0.83,6.2,3.0,2.5,5.5,34.0,110.0,92.0,0.47,0.19,0.66,0.23,0.42,
2019-2020,Gedson Fernandes,POR,"MF,DF",Tottenham,20,1999,7,0,68,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,9.0,4.0,15.0,0.03,0.13,0.16,0.03,0.16,
2019-2020,Federico Fernández,ARG,DF,Newcastle Utd,30,1989,32,29,"2,620",29.1,2.0,2.0,4.0,2.0,0.0,0.0,8,0.0,0.07,0.07,0.14,0.07,0.14,1.4,1.4,1.2,2.6,4.0,43.0,13.0,0.05,0.04,0.09,0.05,0.09,
2019-2020,Fernandinho,BRA,DF,Manchester City,34,1985,30,26,"2,397",26.6,0.0,1.0,1.0,0.0,0.0,0.0,9,2.0,0.0,0.04,0.04,0.0,0.04,1.0,1.0,0.4,1.4,51.0,213.0,7.0,0.04,0.01,0.05,0.04,0.05,
2019-2020,Roberto Firmino,BRA,FW,Liverpool,27,1991,38,34,"2,988",33.2,9.0,8.0,17.0,9.0,0.0,0.0,0,0.0,0.27,0.24,0.51,0.27,0.51,14.0,14.0,6.5,20.5,90.0,111.0,218.0,0.42,0.2,0.62,0.42,0.62,
2019-2020,John Fleck,SCO,MF,Sheffield Utd,27,1991,30,28,"2,516",28.0,5.0,2.0,7.0,5.0,0.0,0.0,8,0.0,0.18,0.07,0.25,0.18,0.25,3.1,3.1,3.4,6.5,48.0,139.0,90.0,0.11,0.12,0.23,0.11,0.23,
2019-2020,Phil Foden,ENG,"FW,MF",Manchester City,19,2000,23,9,901,10.0,5.0,2.0,7.0,5.0,0.0,0.0,0,0.0,0.5,0.2,0.7,0.5,0.7,3.3,3.3,1.2,4.5,36.0,49.0,102.0,0.33,0.12,0.45,0.33,0.45,
2019-2020,Pablo Fornals,ESP,"MF,FW",West Ham,23,1996,36,24,"2,172",24.1,2.0,5.0,7.0,2.0,0.0,0.0,3,0.0,0.08,0.21,0.29,0.08,0.29,2.3,2.3,2.5,4.8,45.0,91.0,156.0,0.1,0.1,0.2,0.1,0.2,
2019-2020,Ben Foster,ENG,GK,Watford,36,1983,38,38,"3,420",38.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2019-2020,Timothy Fosu-Mensah,NED,DF,Manchester Utd,21,1998,3,2,136,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,4.0,11.0,0.05,0.07,0.11,0.05,0.11,
2019-2020,Dimitri Foulquier,FRA,"DF,MF",Watford,26,1993,3,1,59,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,
2019-2020,Juan Foyth,ARG,DF,Tottenham,21,1998,4,1,68,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.04,0.04,0.0,0.04,
2019-2020,Simon Francis,ENG,DF,Bournemouth,34,1985,15,10,969,10.8,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.4,5.0,26.0,16.0,0.01,0.02,0.03,0.01,0.03,
2019-2020,Ryan Fraser,SCO,"MF,FW",Bournemouth,25,1994,28,21,"2,067",23.0,1.0,4.0,5.0,1.0,0.0,0.0,2,0.0,0.04,0.17,0.22,0.04,0.22,3.7,3.7,3.9,7.6,99.0,100.0,164.0,0.16,0.17,0.33,0.16,0.33,
2019-2020,Fred,BRA,MF,Manchester Utd,26,1993,29,23,"2,163",24.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,2.1,3.8,28.0,158.0,39.0,0.07,0.09,0.16,0.07,0.16,
2019-2020,Ryan Fredericks,ENG,DF,West Ham,26,1992,27,25,"2,237",24.9,0.0,3.0,3.0,0.0,0.0,0.0,7,0.0,0.0,0.12,0.12,0.0,0.12,0.1,0.1,2.6,2.7,63.0,72.0,110.0,0.01,0.1,0.11,0.01,0.11,
2019-2020,Kieron Freeman,WAL,FW,Sheffield Utd,27,1992,2,0,7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
